Crop,Disease,Pathogen,Symptoms,Severity,Recommended_Medicine,Application_Notes
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Repeat every 7-10 days
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Apply during high humidity
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Moderate,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Spray at early stage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Use preventive spray
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Apply after first symptoms
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Mild,Triadimefon,Follow recommended dosage
Sugarcane,Smut,Sporisorium scitamineum,Black whip-like growth,Severe,Triadimefon,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
